Description,Company ID,Location,Account,Department,Project,Project Name
1833 for AVANGRID: WINNEBAGO; site address: 37940 110th Ave; Forest City; IA 50436,75736,CFST/CGBT/CLCT,,,1833,OM_1833 AVANGRID: WINNEBAGO
Avangrid - Moraine II,75736,CFST/CGBT/CLCT,,,1835,OM_Avangrid: Moraine II
AVANGRID: JUNIPER CANYON,75736,CFST/CGBT/CLCT,,,1837,OM_AVANGRID: JUNIPER CANYON
AVANGRID: BIG HORN II,75736,CFST/CGBT/CLCT,,,1838,OM_AVANGRID: BIG HORN II
AVANGRID: TULE,75736,CFST/CGBT/CLCT,,,1839,OM_AVANGRID: TULE
AVANGRID: ELM CREEK 2,75736,CFST/CGBT/CLCT,,,1840,OM_AVANGRID: ELM CREEK 2
AVANGRID: SOUTH CHESTNUT,75736,CFST/CGBT/CLCT,,,1841,OM_AVANGRID: SOUTH CHESTNUT
AVANGRID: DEERFIELD,75736,CFST/CGBT/CLCT,,,1842,OM_AVANGRID: DEERFIELD
AVANGRID: DESERT WIND,75736,CFST/CGBT/CLCT,,,1843,OM_AVANGRID: DESERT WIND
AVANGRID: TWIN BUTTES II,75736,CFST/CGBT/CLCT,,,1844,OM_AVANGRID: TWIN BUTTES II
AVANGRID: EL CABO,75736,CFST/CGBT/CLCT,,,1845,OM_AVANGRID: EL CABO
AVANGRID: PENESCAL,75736,CFST/CGBT/CLCT,,,1846,OM_AVANGRID: PENESCAL
AVANGRID: BAFFIN,75736,CFST/CGBT/CLCT,,,1847,OM_AVANGRID: BAFFIN
AVANGRID: RUGBY,75736,CFST/CGBT/CLCT,,,1848,OM_AVANGRID: RUGBY
AVANGRID: LOCUST RIDGE I,75736,CFST/CGBT/CLCT,,,1849,OM_AVANGRID: LOCUST RIDGE I
AVANGRID: ABB UPGRADE,75736,CFST/CGBT/CLCT,,,1850,OM_AVANGRID: ABB UPGRADE
AVANGRID: BUFFALO RIDGE I. SITE ADDRESS IS 21006 486th Ave; Elkton; SD 57026,75736,CFST/CGBT/CLCT,,,1851,OM_AVANGRID: BUFFALO RIDGE I
1852 AVANGRID: DRY LAKE I,75736,CFST/CGBT/CLCT,,,1852,OM_1852 AVANGRID: DRY LAKE I
LiftWerx Solutions Inc,75736,CFST/CGBT/CLCT,,,1950,OM_LiftWerx Solutions Inc.
XCEL ENERGY: CROWNED RIDGE II,75736,CFST/CGBT/CLCT,,,2019,OM_XCEL ENERGY: CROWNED RIDGE II
Consumers Energy Company,75736,CFST/CGBT/CLCT,,,2100,OM_Consumers Energy Company
Consumers-Lake Winds QA,75736,CFST/CGBT/CLCT,,,2101,OM_Consumers-Lake Winds QA
Consumers-Lake Winds Commissioning Inspection,75736,CFST/CGBT/CLCT,,,2103,OM_Consumers-Lake Winds Comm Inspec
Consumers-Lake Winds Interim Period O&M,75736,CFST/CGBT/CLCT,,,2104,OM_Consumers-Lake Winds Interim O&M
Consumers-Lake Winds O&M,75736,CFST/CGBT/CLCT,,,2105,OM_Consumers-Lake Winds O&M
Consumers-Lake Winds Consumable/Wear Parts,75736,CFST/CGBT/CLCT,,,2106,OM_Consumers-Lake Winds Cons/Wear
Consumers-Lake Winds O&M Other,75736,CFST/CGBT/CLCT,,,2107,OM_Consumers-Lake Winds O&M Other
Consumers-Lake Winds Interim Extra Work,75736,CFST/CGBT/CLCT,,,2108,OM_Consumers-Lake Winds Interim Ext
Consumers-Cross Winds O&M,75736,CFST/CGBT/CLCT,,,2109,OM_Consumers-Cross Winds O&M
Consumers-Cross Winds Interim O&M,75736,CFST/CGBT/CLCT,,,2110,OM_Consumers-Cross Winds Interim OM
Consumers-Cross Winds Other,75736,CFST/CGBT/CLCT,,,2111,OM_Consumers-Cross Winds Other
CONSUMERS ENERGY: POSEIDON INSTALL,75736,CFST/CGBT/CLCT,,,2112,OM_CONSUMERS ENERGY: POSEIDON INSTA
Consumers: Grand Valley State University,75736,CFST/CGBT/CLCT,,,2116,OM_CONSUMERS:GRAND VALLEY STATE UNI
Consumers: Western Michigan,75736,CFST/CGBT/CLCT,,,2117,OM_CONSUMERS:WESTERN MICHIGAN
CONSUMERS: BREAK IN BOLT TORQUE,75736,CFST/CGBT/CLCT,,,2118,OM_CONSUMERS: BREAK IN BOLT TORQUE
GEARBOX EXPRESS: LOST CREEK,75736,CFST/CGBT/CLCT,,,2216,OM_GEARBOX EXPRESS: LOST CREEK
2217- Gearbox Express: Campbell Hill,75736,CFST/CGBT/CLCT,,,2217,OM_2217- Gearbox Express: Campbell
Moventas Inc,75736,CFST/CGBT/CLCT,,,2300,OM_Moventas Inc
Missouri River Energy Services,75736,CFST/CGBT/CLCT,,,2500,OM_Missouri River Energy Services
CANNON POWER: WINDY FLATS,75736,CFST/CGBT/CLCT,,,2601,OM_CANNON POWER: WINDY FLATS
AMSOil; Inc.,75736,CFST/CGBT/CLCT,,,2700,OM_AMSOil; Inc.
Amsoil: Grand Meadow,75736,CFST/CGBT/CLCT,,,2703,OM_Amsoil Grand Meadow
Amsoil: Nobles,75736,CFST/CGBT/CLCT,,,2704,OM_Amsoil Nobles
Amsoil: Pleasant Valley,75736,CFST/CGBT/CLCT,,,2705,OM_Amsoil Pleasant Valley
Otter Tail-Ashtabula Wind Farm,75736,CFST/CGBT/CLCT,,,2801,OM_Otter Tail-Ashtabula Wind Farm
LM Blade,75736,CFST/CGBT/CLCT,,,2900,OM_LM Blade
AES Wind Generation,75736,CFST/CGBT/CLCT,,,3300,OM_AES Wind Generation
Fagen Inc.,75736,CFST/CGBT/CLCT,,,3400,OM_Fagen Inc.
Fagen - Big Blue,75736,CFST/CGBT/CLCT,,,3401,OM_Fagen - Big Blue
Fagen-Big Blue Other,75736,CFST/CGBT/CLCT,,,3402,OM_Fagen-Big Blue Other
Large Correction,75736,CFST/CGBT/CLCT,,,3500,OM_Large Correction
MidAmerican Energy Company,75736,CFST/CGBT/CLCT,,,3600,OM_MidAmerican Energy Company
Nextera Energy,75736,CFST/CGBT/CLCT,,,3800,OM_Nextera Energy
Nextera-Lee Dekalb,75736,CFST/CGBT/CLCT,,,3801,OM_Nextera-Lee Dekalb
Nextera-Steele Flats,75736,CFST/CGBT/CLCT,,,3802,OM_Nextera-Steele Flats
Nextera- Ninnesch/Kingman Wind,75736,CFST/CGBT/CLCT,,,3803,OM_Nextera-Ninnesch/Kingman Wind
Senvion-Pacific Wind,75736,CFST/CGBT/CLCT,,,3902,OM_Senvion-Pacific Wind
Senvion: Linden Ranch Project,75736,CFST/CGBT/CLCT,,,3903,OM_Senvion: Linden Ranch Project
VESTAS: BLAZING STAR,75736,CFST/CGBT/CLCT,,,4002,OM_4002: VESTAS: BLAZING STAR
Leeward,75736,CFST/CGBT/CLCT,,,4100,OM_Leeward
Leeward: Allegheny,75736,CFST/CGBT/CLCT,,,4101,OM_Leeward: Allegheny
Nordex USA Inc.,75736,CFST/CGBT/CLCT,,,4200,OM_Nordex USA Inc.
Nordex-Shirley Wind,75736,CFST/CGBT/CLCT,,,4201,OM_Nordex-Shirley Wind
Nordex: Roth Rock,75736,CFST/CGBT/CLCT,,,4202,OM_Nordex: Roth Rock
Nordex: Beebe,75736,CFST/CGBT/CLCT,,,4203,OM_Nordex: Beebe
Nordex: Hawkeye,75736,CFST/CGBT/CLCT,,,4204,OM_Nordex: Hawkeye
Nordex: Highland Wind Farm,75736,CFST/CGBT/CLCT,,,4205,OM_Nordex: Highland Wind Farm
Madison Gas and Electric,75736,CFST/CGBT/CLCT,,,4300,OM_4300:MADISON GAS & ELECTRIC COMP
MG&E:ROSIERE WIND FARM,75736,MGEC,,,4301,OM_4301:MG&E:ROSIERE WIND FARM
MG&E:SHIRLEY (NORDEX),75736,CFST/CGBT/CLCT,,,4302,OM_4302:MG&E:SHIRLEY (NORDEX)
WPS:LINCOLN WIND SITE,75736,CFST/CGBT/CLCT,,,4401,OM_4401 WPS:LINCOLN WIND SITE
WPS:SHIRLEY (NORDEX),75736,CFST/CGBT/CLCT,,,4402,OM_4402:WPS:SHIRLEY (NORDEX)
Alliant Energy,75736,CFST/CGBT/CLCT,,,4500,OM_Alliant Energy
Alliant Energy - Whispering Willow,75736,CFST/CGBT/CLCT,,,4501,OM_AE-Whispering Willow
Alliant Energy - Bent Tree,75736,CFST/CGBT/CLCT,,,4505,OM_AE-Bent Tree
AE-Cedar Ridge B Services,75736,CFST/CGBT/CLCT,,,4507,OM_AE-Cedar Ridge B Services
AE-Cedar Ridge C Services,75736,CFST/CGBT/CLCT,,,4508,OM_AE-Cedar Ridge C Services
AE-Cedar Ridge Remote Monitoring,75736,CFST/CGBT/CLCT,,,4509,OM_AE-Cedar Ridge Remote Monitoring
AE-Cedar Ridge Unscheduled Mtce,75736,CFST/CGBT/CLCT,,,4510,OM_AE-Cedar Ridge Unscheduled Mtce
AE-Bent Tree EOW Inspections,75736,CFST/CGBT/CLCT,,,4512,OM_AE-Bent Tree EOW Inspections
Pattern Renewables LP,75736,CFST/CGBT/CLCT,,,4600,OM_Pattern Renewables LP
Pattern-Hatchet Ridge,75736,CFST/CGBT/CLCT,,,4651,OM_Pattern-Hatchet Ridge
Pattern-Gulf Wind,75736,CFST/CGBT/CLCT,,,4652,OM_Pattern-Gulf Wind
Pattern-Hatchet Ridge Large Correct,75736,CFST/CGBT/CLCT,,,4653,OM_Pattern-Hatchet Ridge Large Corr
Pattern-Hatchett Ridge Other,75736,CFST/CGBT/CLCT,,,4654,OM_Pattern-Hatchett Ridge Other
Pattern: Gulf Wind:Large Corrective,75736,CFST/CGBT/CLCT,,,4655,OM_4655: Pattern:Gulf Wind:Lge Corr
Pattern: Gulf Wind:Extra Work,75736,CFST/CGBT/CLCT,,,4656,OM_PATTERN:GULF WIND:EXTRA WORK
MINWIND,75736,CFST/CGBT/CLCT,,,4700,OM_MINWIND
MOE,75736,CFST/CGBT/CLCT,,,4800,OM_MOE
DTE ELECTRIC COMPANY,75736,CFST/CGBT/CLCT,,,4900,OM_4900: DTE ELECTRIC COMPANY
DTE: GRATIOT,75736,CFST/CGBT/CLCT,,,4901,OM_4901: DTE: GRATIOT
DTE: ECHO,75736,CFST/CGBT/CLCT,,,4903,OM_4903 DTE: ECHO
DTE: Brookfield,75736,CFST/CGBT/CLCT,,,4904,OM_4904: DTE: Brookfield
DTE: Pinnebog,75736,CFST/CGBT/CLCT,,,4905,OM_DTE: Pinnebog
DTE: Sigel,75736,CFST/CGBT/CLCT,,,4906,OM_4906: DTE: Sigel
DTE: McKinley,75736,CGBT,,,4907,OM_4907: DTE: McKinley
DTE: Minden,75736,CFST/CGBT/CLCT,,,4908,OM_4908: DTE: Minden
DTE:POLARIS,75736,CFST/CGBT/CLCT,,,4910,OM_4910: DTE: POLARIS
DTE: STONEY CORNERS. SITE ADDRESS IS 6600 W. Baker Drive McBain; MI 49657,75736,CFST/CGBT/CLCT,,,4911,OM_DTE: STONEY CORNERS
DTE PM CONTRACT,75736,CFST,,,4920,OM_DTE PM CONTRACT
GWUS,75736,CFST/CGBT/CLCT,,,5000,OM_GWUS
GWUS: PATTON,75736,CFST/CGBT/CLCT,,,5011,OM_5011:GWUS:PATTON
GWUS: BARTON CHAPEL,75736,CFST/CGBT/CLCT,,,5013,OM_GWUS: BARTON CHAPEL
Gamesa-MT Storm,75736,CFST/CGBT/CLCT,,,5014,OM_Gamesa-MT Storm
GWUS:BEAR CREEK,75736,CFST/CGBT/CLCT,,,5019,OM_5019:GWUS:BEAR CREEK
GWUS:SPRUCE MOUNTAIN,75736,CFST/CGBT/CLCT,,,5022,OM_5022:GWUS:SPRUCE MOUNTAIN
GWUS:SENATE,75736,CFST/CGBT/CLCT,,,5024,OM_5024:GWUS:SENATE
GWUS:BIG BLUE,75736,CFST/CGBT/CLCT,,,5028,OM_GWUS:BIG BLUE
GWUS-GSG/MENDOTA Inspections,75736,CFST/CGBT/CLCT,,,5029,OM_GWUS-GSG/MENDOTA Inspections
SGRE-Allegheny Ridge,75736,CFST/CGBT/CLCT,,,5033,OM_SGRE-Allegheny Ridge
SGRE: GARDEN WIND,75736,CGBT,,,5035,OM_SGRE: GARDEN WIND
GWUS:BIG TURTLE,75736,CFST/CGBT/CLCT,,,5037,OM_GWUS:BIG TURTLE
GWUS-Buffalo Ridge II O&M,75736,CFST/CGBT/CLCT,,,5039,OM_GWUS-Buffalo Ridge II O&M
Minonk,75736,CFST/CGBT/CLCT,,,5041,OM_GWUS: Minonk
Blue Creek,75736,CFST/CGBT/CLCT,,,5044,OM_GWUS: Blue Creek
Hardscrabble,75736,CFST/CGBT/CLCT,,,5045,OM_5045: GWUS: Hardscrabble
5054 - SGRE: SANDY RIDGE,75736,CFST/CGBT/CLCT,,,5054,OM_5054 - SGRE: SANDY RIDGE
5059:SGRE:POST OAK,75736,CFST/CGBT/CLCT,,,5059,OM_5059:SGRE:POST OAK
5060:SGRE:MIDWAY,75736,CFST/CGBT/CLCT,,,5060,OM_SGRE:MIDWAY
5061: SGRE: SOFTWARE UPDATES,75736,CFST/CGBT/CLCT,,,5061,OM_SGRE: SOFTWARE UPDATES
5062: SGRE: RED BED,75736,CFST/CGBT/CLCT,,,5062,OM_SGRE: RED BED
5063: SGRE: KUMEYAAY,75736,CFST/CGBT/CLCT,,,5063,OM_SGRE: KUMEYAAY
5064: SGRE:KEENAN II,75736,CFST/CGBT/CLCT,,,5064,OM_5064: SGRE:KEENAN II
5065: SGRE:PRARIE QUEEN,75736,CFST/CGBT/CLCT,,,5065,OM_SGRE: PRARIE QUEEN
5067: SGRE: GRADY,75736,CFST/CGBT/CLCT,,,5067,OM_SGRE: GRADY
SGRE: OCOTILLO,75736,CFST/CGBT/CLCT,,,5068,OM_SGRE: OCOTILLO
SGRE: CANADIAN BREAKS,75736,CFST/CGBT/CLCT,,,5069,OM_SGRE: CANADIAN BREAKS
SGRE: GREEN RIVER,75736,CFST/CGBT/CLCT,,,5070,OM_SGRE: GREEN RIVER
SGRE: MESQUITE STAR,75736,CFST/CGBT/CLCT,,,5071,OM_SGRE: MESQUITE STAR
SGRE: NEW CREEK,75736,CFST/CGBT/CLCT,,,5072,OM_SGRE: NEW CREEK
5073: SGRE: TULSA LAYDOWN YARD,75736,CFST/CGBT/CLCT,,,5073,OM_SGRE: TULSA LAYDOWN YARD
5074: SGRE: KINGMAN,75736,CFST/CGBT/CLCT,,,5074,OM_5074: SGRE: KINGMAN
5075: SGRE: WILDORADO,75736,CFST/CGBT/CLCT,,,5075,OM_5075: SGRE: WILDORADO
SGRE: NINE CANYON,75736,CFST/CGBT/CLCT,,,5076,OM_SGRE: NINE CANYON
SGRE: READING,75736,CFST/CGBT/CLCT,,,5077,OM_SGRE: READING
SGRE: OSO GRANDE,75736,CFST/CGBT/CLCT,,,5078,OM_SGRE: OSO GRANDE
SGRE: DESERT WIND,75736,CFST/CGBT/CLCT,,,5079,OM_SGRE: DESERT WIND
SGRE: OLIVER,75736,CFST/CGBT/CLCT,,,5080,OM_SGRE: OLIVER
SGRE: FAIRBANKS,75736,CFST/CGBT/CLCT,,,5081,OM_SGRE: FAIRBANKS
SGRE: COYOTE,75736,CFST/CGBT/CLCT,,,5082,OM_SGRE: COYOTE
SGRE: SCIOTO RIDGE,75736,CFST/CGBT/CLCT,,,5083,OM_SGRE: SCIOTO RIDGE
SGRE: GAINES CAVERN,75736,CFST/CGBT/CLCT,,,5084,OM_SGRE: GAINES CAVERN
SGRE: TUOLOMNE,75736,CFST/CGBT/CLCT,,,5085,OM_SGRE: TUOLOMNE
SGRE: ADAIR,75736,CFST/CGBT/CLCT,,,5086,OM_SGRE: ADAIR
SGRE: DEERFIELD,75736,CFST/CGBT/CLCT,,,5087,OM_SGRE: DEERFIELD
SGRE: LUNDGREN,75736,CFST/CGBT/CLCT,,,5088,OM_SGRE: LUNDGREN
SGRE: MOUNTAIN AIR,75736,CFST/CGBT/CLCT,,,5089,OM_SGRE: MOUNTAIN AIR
SGRE: WELLSBURG,75736,CFST/CGBT/CLCT,,,5090,OM_SGRE: WELLSBURG
SGRE: MACKSBURG,75736,CFST/CGBT/CLCT,,,5091,OM_SGRE: MACKSBURG
SGRE: MILLIGAN,75736,CFST/CGBT/CLCT,,,5093,OM_SGRE: MILLIGAN
SGRE: OU SPIRIT,75736,CFST/CGBT/CLCT,,,5094,OM_SGRE: OU SPIRIT
SGRE: HACKBERRY,75736,CFST/CGBT/CLCT,,,5095,OM_SGRE: HACKBERRY
SGRE: MAVERICK,75736,CFST/CGBT/CLCT,,,5096,OM_SGRE: MAVERICK
SGRE: GOLDEN SPREAD,75736,CFST/CGBT/CLCT,,,5097,OM_SGRE: GOLDEN SPREAD
SGRE: SOUTHERN HILL,75736,CFST/CGBT/CLCT,,,5098,OM_SGRE: SOUTHERN HILL
SGRE: LA JOYA,75736,CFST/CGBT/CLCT,,,5099,OM_SGRE: LA JOYA
SGRE: WHIRLWIND,75736,CFST/CGBT/CLCT,,,5100,OM_SGRE: WHIRLWIND
SGRE: ROCK FALLS,75736,CFST/CGBT/CLCT,,,5101,OM_SGRE: ROCK FALLS
SGRE: WILDCAT,75736,CFST/CGBT/CLCT,,,5102,OM_SGRE: WILDCAT
SGRE: VIENNA,75736,CFST/CGBT/CLCT,,,5103,OM_SGRE: VIENNA
SGRE: ROARING BROOK,75736,CFST/CGBT/CLCT,,,5104,OM_SGRE: ROARING BROOK
SGRE: MESQUITE SKY,75736,CFST/CGBT/CLCT,,,5105,OM_SGRE: MESQUITE SKY
SGRE: ADAMS,75736,CFST/CGBT/CLCT,,,5106,OM_SGRE: ADAMS
SGRE: GULF WIND,75736,CFST/CGBT/CLCT,,,5107,OM_SGRE: GULF WIND
SGRE: LOWER SNAKE RIVER,75736,CFST/CGBT/CLCT,,,5108,OM_SGRE: LOWER SNAKE RIVER
SGRE: SKY RIVER: 5109 . 36316 Kelso Valley Rd; Cantil CA; 93519,75736,CFST/CGBT/CLCT,,,5109,OM_SGRE: SKY RIVER
SGRE: BLACK ROCK,75736,CFST/CGBT/CLCT,,,5110,OM_SGRE: BLACK ROCK
SGRE: HAYSTACK,75736,CFST/CGBT/CLCT,,,5111,OM_SGRE: HAYSTACK
SGRE: ROLLING HILLS,75736,CFST/CGBT/CLCT,,,5112,OM_SGRE: ROLLING HILLS
SGRE: LITTLE BLUE,75736,CFST/CGBT/CLCT,,,5113,OM_SGRE: LITTLE BLUE
SGRE: TYLER BLUFF WIND FACILITY,75736,CFST/CGBT/CLCT,,,5114,OM_SGRE: TYLER BLUFF WIND FACILITY
SGRE: KING CREEK,75736,CFST/CGBT/CLCT,,,5115,OM_SGRE: KING CREEK
SGRE: SHADY OAKS,75736,CFST/CGBT/CLCT,,,5116,OM_SGRE: SHADY OAKS
SGRE: KAY WIND,75736,CFST/CGBT/CLCT,,,5117,OM_SGRE: KAY WIND
SGRE: FLUVANNA,75736,CFST/CGBT/CLCT,,,5118,OM_SGRE: FLUVANNA
SGRE: TWIN RIDGES,75736,CFST/CGBT/CLCT,,,5119,OM_SGRE: TWIN RIDGES
SGRE: ECLIPSE,75736,CFST/CGBT/CLCT,,,5120,OM_SGRE: ECLIPSE
5121 - SGRE: MORNING LIGHT. SITE ADDRESS IS 106 East Hillcrest Street; Adair; IA 50002,75736,CFST/CGBT/CLCT,,,5121,OM_5121 - SGRE: MORNING LIGHT
SGRE: ALTA: 5122. Site address is: 7179 Astor Rd. Clinton; IL 61727.,75736,CFST/CGBT/CLCT,,,5122,OM_SGRE: ALTA: 5122
5123: SGRE: BARON WINDS. Site address 9607 Rex Road; Cohocton; NY 14826.,75736,CFST/CGBT/CLCT,,,5123,OM_SGRE: BARON WINDS
5124: SGRE: DEERFIELD (MICHIGAN). Site address 3200 E. Kinde Rd; Kinde; MI 48445,75736,CFST/CGBT/CLCT,,,5124,OM_5124: SGRE: DEERFIELD (MICHIGAN)
SGRE: WHITE CLOUD WIND FARM,75736,CFST/CGBT/CLCT,,,5127,OM_5127: SGRE: WHITE CLOUD WIND FARM
SGRE: LUNDGREN COMMISSIONING,75736,CFST/CGBT/CLCT,,,5128,OM_5128: SGRE: LUNDGREN COMMISSIONING
ENBRIDGE POWER OPERATIONS,75736,CFST/CGBT/CLCT,,,5300,OM_ENBRIDGE POWER OPERATIONS
5301 ENBRIDGE POWER: NEW CREEK Site address: 33 Muzzleloaders Ln; New Creek; WV 26739,75736,CFST/CGBT/CLCT,,,5301,OM_5301 ENBRIDGE POWER: NEW CREEK
5400 - JUWI INC 1710 29th Street Suite 1068 Boulder; Colorado 80301,75736,CFST/CGBT/CLCT,,,5400,OM_5400 - JUWI INC
5701: INSIGHT ANALYTICS: ADAMS. Site address: 701 Astro Blvd E Cosmos; MN 56228.,75736,CFST/CGBT/CLCT,,,5701,OM_5701: INSIGHT ANALYTICS: ADAMS
5702: INSIGHT ANALYTICS: DANIELSON. Site address: 701 Astro Blvd E Cosmos; MN 56228.,75736,CFST/CGBT/CLCT,,,5702,OM_5702: INSIGHT ANALYTICS: DANIELS
Acciona Energy NA,75736,CFST/CGBT/CLCT,,,6000,OM_Acciona Energy NA
ACCIONA: DEMPSEY RIDGE,75736,CFST/CGBT/CLCT,,,6001,OM_ACCIONA: DEMPSEY RIDGE
6002: ACCIONA: TATANKA. Address: 10002 359th Ave Ashley; ND 58413,75736,CFST/CGBT/CLCT,,,6002,OM_Acciona: Tatanka
6003: ACCIONA: ECO GROVE Address: 9370 N Baker Rd. Lena; IL 61048,75736,CFST/CGBT/CLCT,,,6003,OM_6003: ACCIONA: ECO GROVE
6004: ACCIONA: RED HILLS. Address: 10217 North 2020 East Rd Hammond; OK 73650,75736,CFST/CGBT/CLCT,,,6004,OM_6004: ACCIONA: RED HILLS.
6005: ACCIONA OIL CHANGE CAMPAIGN: no site address; using for financial purposes only,75736,CFST/CGBT/CLCT,,,6005,OM_6005: ACCIONA OIL CHANGE CAMPAIG
6101: UPTOWER - SPEARVILLE I&II WIND FARM Site address is 10311 126th Rd Spearville KS 67876,75736,CFST/CGBT/CLCT,,,6101,6101: UPTOWER - SPEARVILLE I&II WIN
"6202: TREEHOUSE MANAGEMENT, LLC: ODIN WIND FARM",75736,CFST/CGBT/CLCT,,,6202,"6202: TREEHOUSE MANAGEMENT, LLC: ODIN WIND FARM"
Capital Power: Cardinal Point,75736,CFST/CGBT/CLCT,,,6401,OM_6401: Capital Power: Cardinal Pt
Acciona Wind Energy,75736,CFST/CGBT/CLCT,,,6500,OM_Acciona Wind Energy
RPM Access,75736,CFST/CGBT/CLCT,,,6600,OM_RPM Access
BEAM: DANIELSON WIND FARM,75736,CFST/CGBT/CLCT,,,6901,OM_BEAM: DANIELSON WIND FARM
BEAM: ADAMS WIND FARM ,75736,CFST,,,6902.001,BEAM: ADAMS WIND FARM 
RWE: FOREST CREEK,75736,CFST/CGBT/CLCT,,,7201,OM_RWE: FOREST CREEK
RWE: AURORA COUNTY WIND Site address: 25207 372nd Ave; White Lake; SD 57383,75736,CFST/CGBT/CLCT,,,7202,OM_RWE: AURORA COUNTY WIND
RWE: BRULE COUNTY WIND,75736,CFST/CGBT/CLCT,,,7203,OM_7203: RWE: BRULE COUNTY WIND
RWE:ROEDER FAMILY WIND FARM,75736,CFST/CGBT/CLCT,,,7204,OM_RWE:ROEDER FAMILY WIND FARM
EDF RENEWABLES . SITE ADDRESS PO Box 504080; San Diego CA; 92150-4080,75736,CFST/CGBT/CLCT,,,7300,OM_EDF RENEWABLES
Winergy-Prairie Winds,75736,CGBT,,,8644,OM_8644: Winegy: Prairie Winds
Winergy-Settlers Trail,75736,CFST/CGBT/CLCT,,,8645,OM_Winergy-Settlers Trail
Winergy-Blue Canyon II,75736,CGBT,,,8682,OM_Winergy-Blue Canyon II
Winergy-Meadow Creek,75736,CFST/CGBT/CLCT,,,8714,OM_Winergy-Meadow Creek
Winergy Pleasant Valley,75736,CFST/CGBT/CLCT,,,8728,OM_8728:WINERGY:PLEASANT VALLEY
Winergy Odell,75736,CFST/CGBT/CLCT,,,8744,OM_Winergy Odell
Winergy Goodwell,75736,CGBT,,,8745,OM_Winergy Goodwell
Winergy Los Vientos IV,75736,CFST/CGBT/CLCT,,,8757,OM_Winergy: Los Vientos IV
Winergy Sunflower,75736,CGBT,,,8759,OM_Winergy: Sunflower
Winergy Alexander,75736,CFST/CGBT/CLCT,,,8765,OM_Winergy: Alexander
Winergy: Quilt Block,75736,CFST/CGBT/CLCT,,,8773,OM_8773: Winergy: Quilt Block
Winergy: Kingfisher,75736,CFST/CGBT/CLCT,,,8784,OM_8784: Winergy: Kingfisher
WINERGY: BLACK OAK GETTY,75736,CFST/CGBT/CLCT,,,8786,OM_WINERGY: BLACK OAK GETTY
WINERGY: MARSHALL,75736,CGBT,,,8789,OM_WINERGY: MARSHALL
Winergy: Courtenay,75736,CFST/CGBT/CLCT,,,8790,OM_8790: Winegy: Courtenay
WINERGY: HALE COUNTY,75736,CFST/CGBT/CLCT,,,8791,OM_WINERGY: HALE COUNTY
WINERGY: RUSH CREEK,75736,CFST/CGBT/CLCT,,,8792,OM_WINERGY: RUSH CREEK
WINERGY: DRIFT SANDS,75736,CFST/CGBT/CLCT,,,8793,OM_WINERGY: DRIFT SANDS
Winergy: Beaver Creek,75736,CFST/CGBT/CLCT,,,8795,OM_8795: Winergy: Beaver Creek
WINERGY: ROCK CREEK,75736,CFST/CGBT/CLCT,,,8799,OM_WINERGY: ROCK CREEK
WINERGY: GRAND PRAIRIE,75736,CFST/CGBT/CLCT,,,8801,OM_WINERGY: GRAND PRAIRIE
WINERGY: HILDAGO,75736,CFST/CGBT/CLCT,,,8806,OM_WINERGY: HILDAGO
WINERGY: PALO ALTO,75736,CFST/CGBT/CLCT,,,8807,OM_WINERGY: PALO ALTO
WINERGY: WALNUT RIDGE WINDFARM,75736,CFST/CGBT/CLCT,,,8810,OM_WINERGY: WALNUT RIDGE WINDFARM
Winergy: Cheyenne Ridge Windfarm,75736,CFST/CGBT/CLCT,,,8811,OM_8811: Winergy Cheyenne Ridge Win
WINERGY: HOG CREEK WIND FARM,75736,CFST/CGBT/CLCT,,,8812,OM_WINERGY: HOG CREEK WIND FARM
WINERGY: SAGAMORE WIND FARM,75736,CGBT,,,8813,OM_WINERGY: SAGAMORE WIND FARM
WINERGY: TRINITY HILLS,75736,CFST/CGBT/CLCT,,,8818,OM_WINERGY: TRINITY HILLS
WINERGY: BLAZING STAR,75736,CFST/CGBT/CLCT,,,8820,OM_WINERGY: BLAZING STAR
8822- WINERGY: DEERFIELD,75736,CFST/CGBT/CLCT,,,8822,OM_8822- WINERGY: DEERFIELD
WINERGY: CIMARRON BEND,75736,CFST/CGBT/CLCT,,,8823,OM_WINERGY: CIMARRON BEND
8824- WINERGY: ORIENT WINDFARM,75736,CFST/CGBT/CLCT,,,8824,OM_8824- WINERGY: ORIENT WINDFARM
8825 WINERGY: JEFFERS Site Address: 303 County Rd 17; Jeffers; MN 56145,75736,CFST/CGBT/CLCT,,,8825,OM_8825 WINERGY: JEFFERS
8826 WINERGY: FLAT TOP; site address: 559 FM 218; West Mullin; TX 76864,75736,CFST/CGBT/CLCT,,,8826,OM_8826 WINERGY: FLAT TOP
8827 WINERGY: GOODNOE HILLS; site address: 6 Muscadine Loop; Goldendale; WA 98620,75736,CFST/CGBT/CLCT,,,8827,OM_WINERGY: GOODNOE HILLS
8828 WINERGY: NOBLES 2; Site Address: 20057 140th St; Wilmont; MN 56185,75736,CFST/CGBT/CLCT,,,8828,OM_8828 WINERGY: NOBLES 2
WINERGY: CEDAR CREEK II; Site Address: 67125 County Rd; New Reymar; CO 80742,75736,CFST/CGBT/CLCT,,,8829,OM_8829: WINERGY: CEDAR CREEK II
WINERGY: MEADOW LAKE IV,75736,CFST/CGBT/CLCT,,,8836,8836: WINERGY: MEADOW LAKE IV
